eBird species code 2019,English name,scientific name,range,eBird species group
yebere1,Yellow-bellied Eremomela,Eremomela icteropygialis,,Cisticolas and Allies
yebfan1,Yellow-bellied Fairy-Fantail,Chelidorhynx hypoxanthus,"E Himalayas to se Tibet, s China, Myanmar, Thailand, Tonkin",Fairy Flycatchers
yebfin1,Yellow-bridled Finch,Melanodera xanthogramma,,Tanagers and Allies
yebfin2,Yellow-bridled Finch (White-tailed),Melanodera xanthogramma barrosi,Mountains of Chile and w Argentina,Tanagers and Allies
yebfin3,Yellow-bridled Finch (Yellow-tailed),Melanodera xanthogramma xanthogramma,S Argentina (Tierra del Fuego and Cape Horn Archipelago),Tanagers and Allies
yebflo1,Yellow-bellied Flowerpecker,Dicaeum melanozanthum,"E Himalayas (Nepal to ne India, sw China and Myanmar) to Vietnam",Flowerpeckers
yebflo2,Yellow-breasted Flowerpecker,Prionochilus maculatus,,Flowerpeckers
yebfly,Yellow-bellied Flycatcher,Empidonax flaviventris,Breeds e Canada and US; winters Mexico to Panama,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
yebfly1,Yellow-breasted Flycatcher,Tolmomyias flaviventris,,"Tyrant Flycatchers: Elaenias, Tyrannulets, and Allies"
yebfly2,Yellow-eyed Black-Flycatcher,Melaenornis ardesiacus,"Mountains of e Democratic Republic of the Congo to Rwanda, Burundi and sw Uganda",Old World Flycatchers
yebfly3,Yellow-breasted Flycatcher (Ochre-lored),Tolmomyias flaviventris [flaviventris Group],,"Tyrant Flycatchers: Elaenias, Tyrannulets, and Allies"
yebfly4,Yellow-breasted Flycatcher (Olive-faced),Tolmomyias flaviventris [viridiceps Group],,"Tyrant Flycatchers: Elaenias, Tyrannulets, and Allies"
yebfrd1,Yellow-bibbed Fruit-Dove (Geelvink),Ptilinopus solomonensis speciosus,"Numfor, Biak and Yapen islands",Pigeons and Doves
yebfrd2,Yellow-bibbed Fruit-Dove (Yellow-banded),Ptilinopus solomonensis [solomonensis Group],,Pigeons and Doves
yebger1,Yellow-bellied Gerygone,Gerygone chrysogaster,,Thornbills and Allies
yebgre1,Yellow-bellied Greenbul,Chlorocichla flaviventris,,Bulbuls
yebgre3,Yellow-bearded Greenbul,Criniger olivaceus,eastern Sierra Leone to southwestern Ghana,Bulbuls
yebgre4,Yellow-breasted Greenfinch,Chloris spinoides,,"Finches, Euphonias, and Allies"
yebgro1,Yellow-billed Grosbeak,Eophona migratoria,,"Finches, Euphonias, and Allies"
yebhyl1,Yellow-bellied Hyliota,Hyliota flavigaster,,Hyliotas
yebjac1,Yellow-billed Jacamar,Galbula albirostris,,Puffbirds and Jacamars
yebjac2,Yellow-billed Jacamar (Yellow-billed),Galbula albirostris albirostris,"E Colombia to Venezuela, the Guianas and n Brazil",Puffbirds and Jacamars
yebjac3,Yellow-billed Jacamar (Cerise-crowned),Galbula albirostris chalcocephala,"SE Colombia to Ecuador, ne Peru; w Brazil (upper Rio Negro)",Puffbirds and Jacamars
yebkin1,Yellow-billed Kingfisher,Syma torotoro,,Kingfishers
yebkin2,yellow-bellied kingbird sp.,Tyrannus sp. (yellow-bellied),,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
yeblon1,Yellow-bellied Longbill,Toxorhamphus novaeguineae,,Berrypeckers and Longbills
yebloo,Yellow-billed Loon,Gavia adamsii,N Eurasia and n North America; winters to n Baja California,Loons
yeblor1,Yellow-bibbed Lory,Lorius chlorocercus,E Solomon Islands,"Parrots, Parakeets, and Allies"
yeblor2,Yellow-billed Lorikeet,Neopsittacus musschenbroekii,,"Parrots, Parakeets, and Allies"
yebmag,Yellow-billed Magpie,Pica nuttalli,"Interior, coastal valleys and foothills of central California","Jays, Magpies, Crows, and Ravens"
yebmag1,Indochinese Green-Magpie,Cissa hypoleuca,,"Jays, Magpies, Crows, and Ravens"
yebmal1,Yellow-billed Malkoha,Rhamphococcyx calyorhynchus,,Cuckoos
yebmel1,Yellow-browed Melidectes,Melidectes rufocrissalis,,Honeyeaters
yebnun1,Yellow-billed Nunbird,Monasa flavirostris,Amazon basin (se Colombia to n Bolivia and w Amaz. Brazil),Puffbirds and Jacamars
yebnut1,Yellow-billed Nuthatch,Sitta solangiae,,Nuthatches
yebori1,Yellow-backed Oriole,Icterus chrysater,,Blackbirds
yeboxp1,Yellow-billed Oxpecker,Buphagus africanus,,Oxpeckers
yeboxy1,Yellow-browed Oxylabes,Crossleyia xanthophrys,Lowland rainforests of e-central Madagascar,Malagasy Warblers
yebpar1,Yellow-billed Parrot,Amazona collaria,Humid forests of Jamaica,"Parrots, Parakeets, and Allies"
yebpin1,Yellow-billed Pintail,Anas georgica,,Waterfowl
yebpin2,Yellow-billed Pintail (South Georgia),Anas georgica georgica,South Georgia I.,Waterfowl
yebpin3,Yellow-billed Pintail (South American),Anas georgica spinicauda/niceforoi,,Waterfowl
yebpip2,Yellow-breasted Pipit,Hemimacronyx chloris,eastern South Africa (Mpumalanga south to northeastern Eastern Cape) and Lesotho,Wagtails and Pipits
yebpri1,Yellow-bellied Prinia,Prinia flaviventris,,Cisticolas and Allies
yebpri2,Yellow-bellied Prinia (Yellow-bellied),Prinia flaviventris [flaviventris Group],,Cisticolas and Allies
yebpri3,Yellow-bellied Prinia (Chinese),Prinia flaviventris sonitans,"SE China (n Guangxi, Guangdong, Fujian), Hainan and Taiwan",Cisticolas and Allies
yebrat1,Yellow-breasted Racquet-tail,Prioniturus flavicans,"Lowlands of n Sulawesi, Bangka, Lembeh and Togian islands","Parrots, Parakeets, and Allies"
yebrob1,Yellow-bellied Robin,Eopsaltria flaviventris,Forests of New Caledonia,Australasian Robins
yebsap,Yellow-bellied Sapsucker,Sphyrapicus varius,"N America (Yukon, Canada, US); winters se US to Panama",Woodpeckers
yebsat1,Yellow-breasted Satinbird,Loboparadisea sericea,,Satinbirds
yebsee1,Yellow-bellied Seedeater,Sporophila nigricollis,,Tanagers and Allies
yebsee2,Yellow-browed Seedeater,Crithagra whytii,Highlands of s Tanzania to Zambia and n Malawi,"Finches, Euphonias, and Allies"
yebshr1,Yellow-billed Shrike,Corvinella corvina,,Shrikes
yebsis1,Yellow-bellied Siskin,Spinus xanthogastrus,,"Finches, Euphonias, and Allies"
yebspa1,Yellow-browed Sparrow,Ammodramus aurifrons,,New World Sparrows
yebspo1,Yellow-billed Spoonbill,Platalea flavipes,Australia; vagrant to Tasmania and New Zealand,"Herons, Ibis, and Allies"
yebsto1,Yellow-billed Stork,Mycteria ibis,Africa south of the Sahara and Madagascar,Storks
yebtai1,Yellow-breasted Tailorbird,Orthotomus samarensis,"Philippines (Bohol, Leyte and Samar)",Cisticolas and Allies
yebtan1,Yellow-backed Tanager,Hemithraupis flavicollis,,Tanagers and Allies
yebtan2,Yellow-bellied Tanager,Ixothraupis xanthogastra,,Tanagers and Allies
yebtea1,Yellow-billed Teal,Anas flavirostris,,Waterfowl
yebter2,Yellow-billed Tern,Sternula superciliaris,Rivers and lakes of South America east of the Andes,"Gulls, Terns, and Skimmers"
yebtit3,Yellow-browed Tit,Sylviparus modestus,,"Tits, Chickadees, and Titmice"
yebtit4,Yellow-bellied Tit,Periparus venustulus,"Mixed woodlands of east, central and s China","Tits, Chickadees, and Titmice"
yebtit5,Azure Tit (Yellow-breasted),Cyanistes cyanus [flavipectus Group],,"Tits, Chickadees, and Titmice"
yebtou1,Yellow-browed Toucanet,Aulacorhynchus huallagae,Locally in mountains of n Peru (San Martín and La Libertad),Barbets and Toucans
yebtur1,Yellow-billed Turaco,Tauraco macrorhynchus,,Turacos
yebtur2,Yellow-billed Turaco (Yellow-billed),Tauraco macrorhynchus macrorhynchus,Lowland rainforests of Sierra Leone to Ghana,Turacos
yebtur3,Yellow-billed Turaco (Verreaux's),Tauraco macrorhynchus verreauxii,"Nigeria to Cameroon, Gabon, Congo and n Angola; Bioko I.",Turacos
yebtyr1,Yellow-bellied Tyrannulet,Ornithion semiflavum,Humid lowlands of s Mexico (Oaxaca) to ne Costa Rica,"Tyrant Flycatchers: Elaenias, Tyrannulets, and Allies"
yebtyr2,Yellow-browed Tyrant,Satrapa icterophrys,"Extreme se Peru to n Argentina, e and s Brazil; Venezuela","Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
yebwaa1,Yellow-breasted Warbling-Antbird,Hypocnemis subflava,,Antbirds
yebwae1,Yellow-bellied Wattle-eye (West African),Platysteira concreta concreta,Sierra Leone to Ghana,Wattle-eyes and Batises
yebwae2,Yellow-bellied Wattle-eye (Angolan),Platysteira concreta ansorgei,Escarpment of w Angola (Cuanza Norte to n Huila),Wattle-eyes and Batises
yebwae3,Yellow-bellied Wattle-eye (Central African),Platysteira concreta graueri,"Nigeria to Gabon, Democratic Republic of the Congo and w Kenya",Wattle-eyes and Batises
yebwae4,Yellow-bellied Wattle-eye (Kungwe),Platysteira concreta kungwensis,extreme western Tanzania (Mahale Mountains: Mt. Nkungwe and Mt. Mahale),Wattle-eyes and Batises
yebwar1,Yellow-bellied Warbler,Abroscopus superciliaris,,Bush Warblers and Allies
yebwar2,Yellow-breasted Warbler,Phylloscopus montis,,Leaf Warblers
yebwar3,Yellow-browed Warbler,Phylloscopus inornatus,"Breeds Ural Mountains east to Sea of Okhotsk, Mongolia, and Manchuria (and possibly northern Korea); winters from Nepal and Bangladesh east to southern China, Hainan, Andaman Islands, Thailand, Mayala, and southeast Asia",Leaf Warblers
yebwax2,Yellow-bellied Waxbill,Coccopygia quartinia,,Estrildids
yebwhe1,Lemon-bellied White-eye,Zosterops chloris,,"White-eyes, Yuhinas, and Allies"
yebwhi1,Yellow-bellied Whistler,Pachycephala philippinensis,,Whistlers and Allies
yecbar1,Yellow-crowned Barbet,Psilopogon henricii,,Barbets and Toucans
yecbis,Yellow-crowned Bishop,Euplectes afer,,Weavers and Allies
yeccan1,Yellow-crowned Canary,Serinus flavivertex,,"Finches, Euphonias, and Allies"
yecchl1,Yellow-collared Chlorophonia,Chlorophonia flavirostris,"Humid forests of e Panama (Darien), sw Colombia and nw Ecuador","Finches, Euphonias, and Allies"
yeccoc1,Yellow-crested Cockatoo,Cacatua sulphurea,,Cockatoos
yecela1,Yellow-crowned Elaenia,Myiopagis flavivertex,"S Venezuela to the Guianas, ne Peru and w Amazonian Brazil","Tyrant Flycatchers: Elaenias, Tyrannulets, and Allies"
yeceup1,Yellow-crowned Euphonia,Euphonia luteicapilla,Tropical e Nicaragua to Costa Rica and Panama,"Finches, Euphonias, and Allies"
yechel1,Yellow-crested Helmetshrike,Prionops alberti,Montane forests of e-central Democratic Republic of the Congo and (?) adjacent sw Uganda,"Vangas, Helmetshrikes, and Allies"
yechor1,Yellow-casqued Hornbill,Ceratogymna elata,Patchily distributed forests of Senegambia to Cameroon,Hornbills
yeclov,Yellow-collared Lovebird,Agapornis personatus,Tanzania,"Parrots, Parakeets, and Allies"
yecmac,Yellow-collared Macaw,Primolius auricollis,"NE Bolivia to Paraguay, sw Brazil and n Argentina","Parrots, Parakeets, and Allies"
yecman2,Yellow-crowned Manakin,Heterocercus flavivertex,E Colombia to sw Venezuela and n Amazonian Brazil,Manakins
yecnih1,Yellow-crowned Night-Heron (Yellow-crowned),Nyctanassa violacea [violacea Group],,"Herons, Ibis, and Allies"
yecnih2,Yellow-crowned Night-Heron (Galapagos),Nyctanassa violacea pauper,Galapagos Islands,"Herons, Ibis, and Allies"
yecpar,Yellow-chevroned Parakeet,Brotogeris chiriri,,"Parrots, Parakeets, and Allies"
yecred1,Yellow-crowned Redstart,Myioborus flavivertex,Santa Marta Mountains (ne Colombia),Wood-Warblers
yecspi2,Yellow-chinned Spinetail,Certhiaxis cinnamomeus,,Ovenbirds
yectan1,Yellow-crested Tanager,Tachyphonus rufiventer,E Peru to nw Bolivia and adjacent w Amazonian Brazil,Tanagers and Allies
yectit1,Yellow-cheeked Tit,Machlolophus spilonotus,,"Tits, Chickadees, and Titmice"
yectyr1,Yellow-crowned Tyrannulet,Tyrannulus elatus,"SW Costa Rica to n Bolivia, the Guianas and Amazonian Brazil","Tyrant Flycatchers: Elaenias, Tyrannulets, and Allies"
yecwea1,Yellow-capped Weaver,Ploceus dorsomaculatus,"S Cameroon to Gabon, Central African Republic and ne Democratic Republic of the Congo",Weavers and Allies
yecwoo1,Yellow-crowned Woodpecker,Leiopicus mahrattensis,,Woodpeckers
yeebab1,Yellow-eyed Babbler,Chrysomma sinense,,"Parrotbills, Wrentit, and Allies"
yeebul1,Yellow-eared Bulbul,Pycnonotus penicillatus,Highlands of Sri Lanka,Bulbuls
yeecus1,Barred Cuckooshrike,Coracina lineata,,Cuckooshrikes
yeehon1,Yellow-eared Honeyeater,Lichmera flavicans,Timor (e Lesser Sundas),Honeyeaters
yeejun,Yellow-eyed Junco,Junco phaeonotus,,New World Sparrows
yeejun1,Yellow-eyed Junco (Mexican),Junco phaeonotus phaeonotus/palliatus,,New World Sparrows
yeejun2,Baird's Junco,Junco bairdi,Mts. of s Baja California (Sierra de la Laguna),New World Sparrows
yeejun3,Yellow-eyed Junco (Chiapas),Junco phaeonotus fulvescens,Mts. of s Mexico (interior of Chiapas),New World Sparrows
yeejun4,Yellow-eyed Junco (Guatemalan),Junco phaeonotus alticola,Mts. of s Mexico (se Chiapas) and w Guatemala,New World Sparrows
yeepar1,Yellow-eared Parrot,Ognorhynchus icterotis,Andes of Colombia and n Ecuador,"Parrots, Parakeets, and Allies"
yeepen1,Yellow-eyed Penguin,Megadyptes antipodes,"Auckland I., Stewart I., Campbell I. and South I. (New Zealand)",Penguins
yeespi1,Yellow-eared Spiderhunter,Arachnothera chrysogenys,,Sunbirds and Spiderhunters
yeesta1,Yellow-eyed Starling,Aplonis mystacea,Lowland rainforests of s New Guinea,Starlings and Mynas
yeetou1,Yellow-eared Toucanet,Selenidera spectabilis,Humid forests of Honduras to extreme nw Ecuador (Esmeraldas),Barbets and Toucans
yeewoo1,Yellow-eared Woodpecker,Dryobates maculifrons,Lowlands of se Brazil (se Bahia to Rio de Janeiro),Woodpeckers
yefbar1,Yellow-fronted Barbet,Psilopogon flavifrons,Sri Lanka,Barbets and Toucans
yefcan,Yellow-fronted Canary,Crithagra mozambica,,"Finches, Euphonias, and Allies"
yeffla1,Yellow-faced Flameback,Chrysocolaptes xanthocephalus,"Philippines (Negros, Guimaras, Panay, Masbate and Ticao)",Woodpeckers
yeffly1,Yellow-footed Flycatcher,Muscicapa sethsmithi,"S Nigeria and Cameroon to Gabon, Democratic Republic of the Congo and w Uganda; Bioko",Old World Flycatchers
yefgra1,Yellow-faced Grassquit,Tiaris olivaceus,,Tanagers and Allies
yefgul,Yellow-footed Gull,Larus livens,Islands in Gulf of California; ranges north to Salton Sea,"Gulls, Terns, and Skimmers"
yefhon1,Yellow-faced Honeyeater,Caligavis chrysops,,Honeyeaters
yefhon2,Yellow-footed Honeyguide,Melignomon eisentrauti,"Sierra Leone to Liberia, sw Ghana and sw Cameroon",Honeyguides
yefmyn1,Yellow-faced Myna,Mino dumontii,"New Guinea, Aru and w Papuan Islands",Starlings and Mynas
yefpar2,Yellow-faced Parrotlet,Forpus xanthops,N Peru (dry scrub of upper Marañón Valley),"Parrots, Parakeets, and Allies"
yefpar3,Yellow-crowned Parakeet,Cyanoramphus auriceps,"North I., South I., Stewart I. and Auckland Is. (New Zealand)","Parrots, Parakeets, and Allies"
yefpar4,Yellow-fronted Parrot,Poicephalus flavifrons,Montane forests of Ethiopia,"Parrots, Parakeets, and Allies"
yefpar5,Yellow-faced Parrot,Alipiopsitta xanthops,Interior Brazil (Maranhão) to n Paraguay and e Bolivia,"Parrots, Parakeets, and Allies"
yefpig1,Yellow-footed Green-Pigeon,Treron phoenicopterus,,Pigeons and Doves
yefsis1,Yellow-faced Siskin,Spinus yarrellii,N Venezuela; interior ne Brazil (Ceará to Bahia),"Finches, Euphonias, and Allies"
yeftin1,Yellow-fronted Tinkerbird,Pogoniulus chrysoconus,,Barbets and Toucans
yefwoo1,Yellow-fronted Woodpecker,Melanerpes flavifrons,E and se Brazil to e Paraguay and ne Argentina (Misiones),Woodpeckers
yegfin1,Yellow-green Brushfinch,Atlapetes luteoviridis,Humid montane forests of w Panama,New World Sparrows
yeggro1,Yellow-green Grosbeak,Caryothraustes canadensis,,"Cardinals, Grosbeaks, and Allies"
yeghon1,Yellow-gaped Honeyeater,Meliphaga flavirictus,,Honeyeaters
yegtyr1,Yellow-green Tyrannulet,Phylloscartes flavovirens,Pacific lowlands of Panama (Canal Zone to e Darién),"Tyrant Flycatchers: Elaenias, Tyrannulets, and Allies"
yegvir,Yellow-green Vireo,Vireo flavoviridis,,Vireos
yehbla,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,S Canada to n Baja and s US; > to central Mexico,Blackbirds
yehbla2,Yellow-hooded Blackbird,Chrysomus icterocephalus,,Blackbirds
yehbrf1,Yellow-headed Brushfinch,Atlapetes flaviceps,Central Andes of Colombia,New World Sparrows
yehcar1,Yellow-headed Caracara,Milvago chimachima,,Falcons and Caracaras
yehman2,Yellow-headed Manakin,Chloropipo flavicapilla,Western and Central Andes of Colombia and ne Ecuador,Manakins
yehpar,Yellow-headed Parrot,Amazona oratrix,,"Parrots, Parakeets, and Allies"
yehpar1,Yellow-headed Parrot (Mainland),Amazona oratrix [oratrix Group],,"Parrots, Parakeets, and Allies"
yehpar2,Yellow-headed Parrot (Tres Marias Is.),Amazona oratrix tresmariae,Tres Marías Islands (off w Mexico),"Parrots, Parakeets, and Allies"
yehwar1,Yellow-headed Warbler,Teretistris fernandinae,"Forest undergrowth of w Cuba, Isle of Pines and Cayo Cantiles",Cuban Warblers
yekcur1,Yellow-knobbed Curassow,Crax daubentoni,Llanos of ne Colombia and adjacent n Venezuela,"Chachalacas, Guans, and Curassows"
yelbis1,Yellow Bishop,Euplectes capensis,,Weavers and Allies
yelbis2,Yellow Bishop (Montane),Euplectes capensis phoenicomerus,Highlands of se Nigeria and Cameroon; Bioko,Weavers and Allies
yelbis3,Yellow Bishop (Ethiopian),Euplectes capensis xanthomelas,Ethiopia,Weavers and Allies
yelbis4,Yellow Bishop (Yellow),Euplectes capensis [capensis Group],,Weavers and Allies
yelbit,Yellow Bittern,Ixobrychus sinensis,"S Asia, Malay Archipelago, New Guinea region and s Oceania","Herons, Ibis, and Allies"
yelbul1,Yellowish Bulbul,Hypsipetes everetti,,Bulbuls
yelbul2,Yellowish Bulbul (Yellowish),Hypsipetes everetti everetti/samarensis,,Bulbuls
yelbul3,Yellowish Bulbul (Sulu),Hypsipetes everetti haynaldi,"Sulu Arch. (Bongao, Jolo, Sibutu, Tawitawi and Sanga Sanga)",Bulbuls
yelbul4,Yellowish Bulbul (Camiguin),Hypsipetes everetti catarmanensis,Camiguin Sur (s Philippines),Bulbuls
yelbun1,Yellow Bunting,Emberiza sulphurata,"Honshu (Japan); > e China, n Philippines and Taiwan",Old World Buntings
yelbut1,Yellow-legged Buttonquail,Turnix tanki,,Shorebirds
yelcan1,Yellow Canary,Crithagra flaviventris,,"Finches, Euphonias, and Allies"
yelcar1,Yellow Cardinal,Gubernatrix cristata,Extreme se Brazil and Uruguay to n Argentina,Tanagers and Allies
yelcha1,Yellow Chat,Epthianura crocea,,Honeyeaters
yelfly1,Yellowish Flycatcher,Empidonax flavescens,,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies"
yelfly2,Yellow Flycatcher,Erythrocercus holochlorus,Coastal s Somalia to se Kenya and ne Tanzania,Bush Warblers and Allies
yelfly4,Yellow-legged Flycatcher,Microeca griseoceps,,Australasian Robins
yelgro,Yellow Grosbeak,Pheucticus chrysopeplus,,"Cardinals, Grosbeaks, and Allies"
yelgro1,Yellow Grosbeak (Guatemalan),Pheucticus chrysopeplus aurantiacus,Highlands of s Mexico (Chiapas) to central Guatemala,"Cardinals, Grosbeaks, and Allies"
yelgro2,Yellow Grosbeak (Northern),Pheucticus chrysopeplus chrysopeplus/dilutus,,"Cardinals, Grosbeaks, and Allies"
yelgul1,Yellow-legged Gull,Larus michahellis,,"Gulls, Terns, and Skimmers"
yelgul2,Yellow-legged Gull (atlantis),Larus michahellis atlantis,Azores Islands,"Gulls, Terns, and Skimmers"
yelgul3,Yellow-legged Gull (michahellis),Larus michahellis michahellis,Macaronesian Is. and nw Africa east through Mediterranean,"Gulls, Terns, and Skimmers"
yelhon1,Yellow Honeyeater,Stomiopera flava,,Honeyeaters
yellon1,Yellow Longbill,Macrosphenus flavicans,,African Warblers
yellow2,Yellowhammer,Emberiza citrinella,,Old World Buntings
yellow3,Yellowhead,Mohoua ochrocephala,Forests of South I. and Stewart I. (New Zealand),Whiteheads
yellow4,yellow-finch sp.,Sicalis sp.,,Tanagers and Allies
yellow5,Blue Malkoha,Ceuthmochares aereus,,Cuckoos
yellow6,Green Malkoha,Ceuthmochares australis,"Ethiopia to Kenya, Tanzania, Mozambique and e South Africa",Cuckoos
yellow7,yellowthroat sp.,Geothlypis sp. (yellowthroat sp.),,Wood-Warblers
yelori1,Yellow Oriole,Icterus nigrogularis,,Blackbirds
yelpar1,Yellow-lored Parrot,Amazona xantholora,SE Mexico (Yucatán Peninsula and Cozumel I.) to Belize,"Parrots, Parakeets, and Allies"
yelpig1,Yellow-legged Pigeon,Columba pallidiceps,Bismarck Archipelago and Solomon Islands,Pigeons and Doves
yelpip2,Yellowish Pipit,Anthus lutescens,,Wagtails and Pipits
yelpip3,Peruvian Pipit,Anthus peruvianus,Coastal n Peru (Lambayeque) to extreme n Chile (Tacna),Wagtails and Pipits
yelrai,Yellow Rail,Coturnicops noveboracensis,,"Rails, Gallinules, and Allies"
yelrai1,Yellow Rail (Northern),Coturnicops noveboracensis noveboracensis,Disjunct in marshes of Canada and n US; winters to s US,"Rails, Gallinules, and Allies"
yelrai2,Yellow Rail (Goldman's),Coturnicops noveboracensis goldmani,known only from marshes near Río Lerma (central Mexico); possibly extinct (not reported since the early 1960s),"Rails, Gallinules, and Allies"
yelrob1,Eastern Yellow Robin,Eopsaltria australis,,Australasian Robins
yelros1,Crimson Rosella (Yellow),Platycercus elegans flaveolus,Interior se Australia (Murray-Murrumbidgee river systems),"Parrots, Parakeets, and Allies"
